Sentences,Labels
of following celebrities started show-biz career a disc jockey ,HUM:ind
triple crown-winning horse took 1973 belmont stakes 31 lengths ,ENTY:animal
s perfect score a gymnastics exercise ,NUM:other
is dot an letter called ,ENTY:termeq
s capital iowa ,LOC:city
asked to the loco-motion her 1962 ,HUM:ind
s rathaus frankfurt ,DESC:def
president served five years  six months 2 days ,HUM:ind
do call feeling having experienced something ,ENTY:termeq
incident caused canning a summit conference eisenhower khrushchev ,DESC:reason
is abbreviated form the national bureau investigation ,ABBR:abb
is fear odors  body  ,ENTY:dismed
is formula calculate pi ,ENTY:techmeth
is difference a bachelor a 1 bedroom apartment ,DESC:desc
is drew barrymore s middle name ,HUM:ind
do write book report ,DESC:manner
are cobol  fortran  pascal ,DESC:def
is supergirl s secret identity ,HUM:ind
is us federal government website standard industrial classification codes  sic  ,LOC:other
court bob woodward describe the brethren ,HUM:gr
made first surfboard ,HUM:ind
is name the police officer tried keep order top cat s neighborhood ,HUM:ind
what date rosa parks become symbol the civil rights movement refusing give her seat the bus ,NUM:date
are highest-paying odds a roulette table ,NUM:perc
what year us marine corps adopt the motto  semper fidelis  ,NUM:date
many films ingmar bergman make ,NUM:count
does deltiologist collect ,ENTY:other
is garry kasparov famous ,DESC:reason
does  c  stand in equation e=mc2 ,ABBR:exp
is greek god the sea ,HUM:ind
well-known music personality the father an adopted son named hans christian henderson ,HUM:ind
do measure heat the sun ,DESC:manner
do people two different color eyes ,DESC:reason
leg a cat move left front leg walking - its left rear right rear leg ,ENTY:body
was first barbie produced ,NUM:date
s hardest substance the human body ,ENTY:substance
was first woman governor wyoming ,HUM:ind
many weeks winter there a ground hog sees shadow ,NUM:count
green bay packers coach philosophized   s nothing stokes fire like hate  ,HUM:ind
do birds find way back the place every year ,DESC:manner
is henry ford museum ,LOC:other
name film has won golden bear the berlin film festival ,ENTY:cremat
s international lawn tennis challenge trophy usually called ,ENTY:termeq
year nylon stockings first go sale ,NUM:date
is research expedition mountain climbing ,ENTY:sport
which flight fawaz younis commit air piracy hostage taking ,ENTY:veh
are 10 largest cities the us ,LOC:city
is wart ,DESC:def
is spaceball played ,DESC:def
does rabies spread ,DESC:manner
famous comedian recently tried without success revive play ,HUM:ind
is drew barrymore s email address ,LOC:other
can tell someone lying ,DESC:manner
is difference a preface a foreword ,DESC:desc
are fingernails made ,ENTY:substance
nationality the 123 people died the black hole calcutta ,LOC:country
does storm wave mean japanese ,DESC:def
do sterilize needle lethal injection ,DESC:reason
tv family sometimes buys eclairs nelson s bakery ,HUM:ind
can get rust stains of clothing ,DESC:manner
does small businessman contact good humor ice cream company do business them ,DESC:manner
enigmatic u.s. vice president once tried acquitted treason a plot set his independent empire the west ,HUM:ind
was charles lindbergh s wife ,HUM:ind
sings angel eyes the 80 s ,HUM:ind
did jurassic period end ,NUM:date
is one thing need you can purchase life insurance ,ENTY:other
caused titanic sink ,DESC:reason
is chemiosmotic theory ,DESC:def
information can tell about actor james cromwell ,HUM:desc
does ion drive work ,DESC:manner
can trace family roots ,DESC:manner
was date iraq s invasion kuwait ,NUM:date
is another word diet ,ENTY:word
is courier ,DESC:def
sinatra hit he dooby dooby in ,ENTY:cremat
do get girl have sex you ,DESC:manner
award the  oscar  advertising ,ENTY:other
is name the planet the ewoks live ,LOC:other
ice creams contain seaweed ,ENTY:food
dumb-but-loveable character maurice gosfield play the phil silvers show ,HUM:ind
is  usb  port a computer ,ABBR:exp
term means sexual attraction a male a female ,ENTY:termeq
was called world s largest department store ,HUM:gr
sea surrounds cayman islands ,LOC:other
many different vegetation zones there ,NUM:count
does lol mean ,ABBR:exp
ocean amelia earhart flying when disappeared ,LOC:other
book holden caulfield appear ,ENTY:cremat
happens lightning strikes body water ,DESC:desc
was nickname german flying ace manfred von richthofen ,HUM:ind
does e=mc2 mean ,DESC:def
country than germany invaded poland september 1939 ,LOC:country
do contact answers.com ,DESC:manner
are names the different toes ,ENTY:body
are different products petroleum ,ENTY:product
causes asthma ,DESC:reason
was bill rights ratified ,NUM:date
do number 1  2  4 mean dr. pepper bottles ,DESC:def
is largest u.s. state east the mississippi ,LOC:state
can find how much costs raise baby six months ,DESC:manner
s population biloxi  mississippi ,NUM:other
vowel all esperanto nouns end ,ENTY:letter
is heuristic ,DESC:def
california desert dubbed high desert ,LOC:other
miller lite tv commercial  is the creature ,ENTY:animal
wrote  hamlet  ,HUM:ind
did jack-o -lantern get s name ,DESC:manner
can t ostriches fly ,DESC:reason
do blackhawks maintain operations ,LOC:other
are rooftops canada green ,DESC:reason
african country founded freed american slaves 1847 ,LOC:country
year the first issue  playboy  come ,NUM:date
orange bowl located what city ,LOC:city
is fear motion ,ENTY:dismed
pseudonym william sydney porter use writing gift the magi ,HUM:ind
is fear glass ,ENTY:dismed
waugh s  handful dust   does mad old man force hero do every afternoon ,DESC:desc
is last name lucy linus the peanut s comic strip ,HUM:ind
cheery fellow got zip code 9971 the u.s. postal service 1963 ,HUM:ind
many layers a bottle yoo-hoo settle ,NUM:count
name pittsburgh s baseball team .,HUM:gr
s nearest star earth ,LOC:other
is inoco based ,LOC:other
does el nino mean spanish ,ENTY:termeq
does choo choo charlie say ,DESC:desc
do register trade name north carolina ,DESC:manner
was number assassinations attempts assassinate the u.s. since 1865 ,NUM:count
many stations you shoot in basketball game  around world  ,NUM:count
is jake brake ,DESC:def
sign the best love match a horoscope sign ,ENTY:symbol
was russian ambassador hungary the 1956 uprising ,HUM:ind
holds nfl record most touchdowns a season ,HUM:ind
cards bullets ,ENTY:other
is average age horse lives ,NUM:period
planet you visit see bebrenia  arcadia  amazonis ,LOC:other
language the words ,ENTY:lang
is natick ,LOC:other
j.r.r. tolkien book features gimli a central character ,ENTY:cremat
brand white rum still made cuba ,ENTY:product
is shirley maclaine ,HUM:desc
business exports sparkling wine spumante ,HUM:gr
is fear water ,ENTY:dismed
does number 33 the rolling rock beer bottle mean ,DESC:def
is origin the city  corpus christi  ,DESC:desc
wrote  pines rome  ,HUM:ind
is valley the kings ,LOC:other
was first u.s.-based team the nhl ,HUM:gr
did sport caber-tossing originate ,LOC:other
played the chicago bears  houston oilers oakland raiders a 26-year pro football career ,HUM:ind
are union stockyards ,LOC:other
does weird shape the dinner fish knife originate ,LOC:other
many children ray davies the kinks ,NUM:count
many years shea & gould practice law los angeles ,NUM:count
did walter huston remove perform movie the treasure the sierra madre ,ENTY:other
much salt in oceans ,NUM:count
leads star ship enterprise star trek ,HUM:ind
animals acted lapwarmers american colonists church ,ENTY:animal
won world war ii ,HUM:ind
does  bovine  come ,DESC:desc
does u.s. get of energy ,LOC:other
country  canada mexico  closest the u.s. ,LOC:country
is weakest bone the body ,ENTY:body
is dew point ,DESC:def
was garrett morgan married ,HUM:ind
was name darth vader s son ,HUM:ind
many stars there big dipper ,NUM:count
do become dentist ,DESC:manner
is ishmael moby dick ,HUM:desc
many wings a flea ,NUM:count
country been called queen the antilles ,LOC:country
can find website gives comparisons good prices ,LOC:other
is population mozambique ,NUM:other
is multimedia ,DESC:def
state the indians ,LOC:state
is difference terry cloth french terry ,DESC:desc
long camptown racetrack ,NUM:dist
name two blob members the animated herculoids .,HUM:ind
did luther display  ninety-five theses  ,LOC:other
are  inkhorn terms  ,DESC:def
is difference pop music rock roll ,DESC:desc
river pocahontas buried along ,LOC:other
does hazmat stand ,DESC:def
is  bloodhound  ,DESC:def
many miles it london  england plymouth  england ,NUM:count
was paul bunyan s ox s name ,ENTY:animal
trophy awarded the winners the super bowl ,ENTY:other
is dartmouth college ,LOC:other
well-known tv talk show host a lay preacher the time was seventeen ,HUM:ind
are environmental influences plant genetics ,DESC:desc
one the backstreet boys single ,HUM:ind
many people randy craft convicted murdering ,NUM:count
river flows vienna  budapest belgrade ,LOC:other
civil war general wreaked havoc the south marching georgia his way the sea ,HUM:ind
was conservationist served spokesperson post grape nuts ,HUM:ind
is carpal tunnel syndrome ,DESC:def
does ioc stand ,ABBR:exp
area produces least acidic coffee ,LOC:other
called  hamburger  there is no ham it ,DESC:reason
is trademark a washington redskin s fan ,ENTY:symbol
does cotton get caught belly buttons ,DESC:reason
suburban housewife mother three wrote feminine mystique ,HUM:ind
does glacier form ,DESC:manner
which date the ukrainians  christmas ,NUM:date
is largest city the world ,LOC:city
famed tennis tournament s men s singles title fred perry last englishman win ,ENTY:sport
was whitcomb judson ,HUM:desc
is average weight a man ,NUM:weight
are britain s two longest rivers ,LOC:other
country covers 8  600  387 square miles ,LOC:country
fuel airplanes use ,ENTY:substance
name canine cartoon character than huckleberry hound have voice daws butler .,HUM:ind
does palindromic mean ,DESC:def
baseball expression came the nautical term ships sailing the atlantic pacific the panama canal ,DESC:desc
which state the mark twain national forests ,LOC:state
is oldest ethnological museum the world ,LOC:other
does belle describe life beauty the beast ,DESC:manner
color flies closest the staff belgium s flag ,ENTY:color
smallest thing seen the powerful microscope  how big is it ,ENTY:other
ear can people hear better ,ENTY:body
have most dinosaur remains found ,LOC:other
letter appears the cold-water tap spain ,ENTY:letter
do say  grandma  irish ,ENTY:termeq
shoplifts ,HUM:ind
is camel hair brush actually made of ,ENTY:substance
is socratic method ,DESC:def
island a park called battery is southern tip ,LOC:other
is hypertext ,DESC:def
much clara peller paid wendy s say  s beef  ,NUM:money
do need learn design web pages ,DESC:desc
was date cnn s first broadcast ,NUM:date
shea gould closed los angeles office what reason ,DESC:reason
peter blatty novel recounts horrors regan macneil s possession the devil ,ENTY:cremat
is all-time stock high apple computer  where can find information ,NUM:other
are lions called  king the jungle  ,DESC:reason
non-alcoholic syrup made pomegranate juice ,ENTY:food
meter invented c.c. magee 1935 ,ENTY:other
was calypso music invented ,NUM:date
caribbean island northeast trinidad ,LOC:other
michelangelo sculpture in saint peter s cathedral  basilica  ,ENTY:cremat
s difference advantages selecting super vhs vcr plain vhs model ,DESC:desc
old bernadette peters ,NUM:period
can find book reviews  turbulent souls  ,LOC:other
is dick clark s birthday ,NUM:date
is name clouds produce rain ,ENTY:termeq
did hitler come power germany ,NUM:date
did gothic art architecture flourish ,NUM:date
two inventors invented post-its ,HUM:ind
day the week july 13 ,NUM:date
whose image alleged be the shroud turin ,HUM:ind
does salk vaccine prevent ,ENTY:dismed
u.s. general court-martialled criticizing american air power ,HUM:ind
is fear insanity ,ENTY:dismed
do convert foot-pounds foot-inches ,DESC:manner
said   victor will never asked he told truth  ,HUM:ind
approximately many students enrolled the university massachusetts ,NUM:count
do west indian steel bands use instruments ,ENTY:instru
did david koresh ask fbi a word processor ,DESC:reason
is fastest growing state the u.s.a. 1998 ,LOC:state
many american soldiers died their country date ,NUM:count
